GAME_ID,GAME_DATE,home_game_x,rolling_pts_home,rolling_reb_home,rolling_ast_home,rolling_fg_pct_home,rest_days_home,win_home,home_game_y,rolling_pts_away,rolling_reb_away,rolling_ast_away,rolling_fg_pct_away,rest_days_away,win_away
0012000001,2020-12-11,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1
0012000013,2020-12-13,1,112.0,61.0,20.0,0.37,2,1,0,116.0,49.0,26.0,0.457,2,0
0022000041,2020-12-28,1,117.0,50.8,24.6,0.43899999999999995,2,1,0,102.4,47.2,22.8,0.4418,2,0
0022000083,2021-01-02,1,125.8,49.4,25.6,0.47800000000000004,1,0,0,110.4,46.4,27.6,0.47119999999999995,2,1
0022000095,2021-01-04,1,119.2,49.8,25.2,0.45280000000000004,2,0,0,100.6,48.6,22.6,0.4454000000000001,2,1
0022000110,2021-01-06,1,116.4,47.0,25.4,0.45940000000000003,2,0,0,106.0,46.2,30.4,0.43979999999999997,2,1
0022000153,2021-01-11,1,102.4,48.0,24.0,0.4182,2,1,0,119.6,46.0,29.6,0.5167999999999999,2,0
0022000205,2021-01-18,1,101.8,50.2,23.0,0.3962,2,1,0,111.6,48.6,24.6,0.4468,5,0
0022000219,2021-01-20,1,104.6,48.4,24.4,0.41480000000000006,2,1,0,104.8,40.6,25.4,0.42060000000000003,2,0
0022000268,2021-01-26,1,113.6,48.2,25.0,0.46180000000000004,2,1,0,122.0,48.2,25.4,0.5142,2,0
0022000274,2021-01-27,1,114.0,47.8,24.2,0.46699999999999997,1,0,0,119.8,45.2,27.4,0.4828,2,1
0022000313,2021-02-01,1,116.6,42.4,22.6,0.4708,3,0,0,102.0,41.6,21.2,0.453,2,1
0022000330,2021-02-03,1,113.2,38.6,23.8,0.47400000000000003,2,0,0,106.2,37.8,21.2,0.46799999999999997,2,1
0022000338,2021-02-04,1,113.4,42.4,24.6,0.4728,1,0,0,115.6,48.2,23.2,0.43820000000000003,2,1
0022000356,2021-02-06,1,110.0,43.0,24.4,0.44560000000000005,2,1,0,118.6,42.0,25.4,0.46699999999999997,1,0
0022000397,2021-02-12,1,111.0,43.2,27.0,0.4648,2,0,0,104.0,44.4,24.4,0.41339999999999993,3,1
0022000407,2021-02-13,1,114.0,44.2,26.0,0.4566,1,0,0,104.6,42.4,26.8,0.43900000000000006,2,1
0022000470,2021-02-21,1,114.0,39.8,22.8,0.46559999999999996,2,1,0,113.2,41.0,24.8,0.4936,2,0
0022000490,2021-02-24,1,115.4,41.0,21.6,0.477,1,1,0,113.8,43.8,23.0,0.47539999999999993,1,0
0022000590,2021-03-13,1,107.6,49.0,23.0,0.4431999999999999,2,1,0,120.6,43.2,27.6,0.5048,2,0
0022000597,2021-03-14,1,110.0,47.2,23.0,0.457,1,1,0,103.6,46.2,22.6,0.45620000000000005,2,0
0022000626,2021-03-18,1,115.2,45.4,24.0,0.471,2,1,0,110.0,45.8,21.8,0.483,2,0
0022000759,2021-04-04,1,119.2,42.2,26.4,0.5134000000000001,2,1,0,105.8,38.8,24.6,0.4546,2,0
0022000770,2021-04-06,1,117.8,43.0,24.0,0.4902,2,1,0,112.4,46.6,24.8,0.4708,2,0
0022000780,2021-04-07,1,122.0,45.2,25.2,0.49539999999999995,1,0,0,117.4,47.4,28.0,0.4984,1,1
0022000791,2021-04-09,1,122.6,46.4,24.4,0.48819999999999997,2,1,0,114.4,47.4,29.0,0.4952,1,0
0022000840,2021-04-15,1,113.8,41.0,24.6,0.4868,2,0,0,119.0,49.6,23.6,0.4598,1,1
0022000861,2021-04-18,1,111.0,40.4,24.4,0.4774,3,1,0,120.2,47.0,25.2,0.4636,2,0
0022000876,2021-04-20,1,114.2,42.2,23.2,0.48600000000000004,2,1,0,102.2,39.6,22.2,0.4444,2,0
0022000898,2021-04-23,1,117.0,47.0,22.4,0.4626,2,1,0,109.2,42.4,29.8,0.4746,2,0
0022000913,2021-04-25,1,119.0,46.8,23.0,0.475,2,1,0,123.6,49.4,27.2,0.493,1,0
0022000959,2021-05-01,1,100.4,44.0,20.4,0.4306,1,1,0,102.2,47.2,28.6,0.4702,1,0
0022000978,2021-05-03,1,98.4,45.2,19.4,0.42300000000000004,2,1,0,126.6,49.4,24.2,0.47319999999999995,1,0
0022000992,2021-05-05,1,100.8,46.2,21.2,0.4368,2,1,0,121.0,42.6,27.0,0.524,1,0
0022001026,2021-05-10,1,119.2,43.8,26.4,0.5210000000000001,4,1,0,135.2,48.0,30.2,0.4998,2,0
0022001042,2021-05-12,1,123.4,45.6,27.2,0.529,2,1,0,135.2,47.2,32.0,0.4986,2,0
0022001049,2021-05-13,1,125.8,47.0,27.8,0.5314,1,1,0,105.0,47.4,19.4,0.42560000000000003,2,0
0022001066,2021-05-16,1,124.4,47.0,25.2,0.5138,3,1,0,124.4,40.6,30.8,0.4948,2,0
0042000133,2021-05-28,1,111.8,47.8,21.4,0.46560000000000007,2,1,0,104.4,48.4,20.8,0.4356,2,0
0042000134,2021-05-30,1,108.8,46.0,22.6,0.46699999999999997,2,1,0,102.8,47.8,19.0,0.4258,2,0
0042000203,2021-06-11,1,110.2,43.6,22.4,0.4706,3,0,0,123.4,43.4,26.8,0.5186,3,1
0042000204,2021-06-14,1,111.4,42.4,19.8,0.4619999999999999,3,1,0,122.4,40.4,26.2,0.5178,3,0
0042000206,2021-06-18,1,110.6,41.0,19.2,0.4542,2,0,0,115.0,42.6,25.0,0.5124000000000001,2,1
0042000303,2021-06-27,1,103.6,43.2,17.4,0.4452,2,0,0,113.0,45.2,21.6,0.4732,2,1
0042000304,2021-06-29,1,102.2,42.2,18.6,0.4462,2,1,0,114.0,48.2,23.4,0.4766,2,0
0042000306,2021-07-03,1,106.2,40.6,20.4,0.46719999999999995,2,0,0,112.4,46.4,26.0,0.4782,2,1
0012100016,2021-10-06,1,106.0,38.8,22.2,0.4478,2,0,0,102.6,49.0,21.8,0.41459999999999997,1,1
0012100055,2021-10-14,1,101.0,42.6,22.8,0.41059999999999997,5,1,0,110.8,46.0,24.8,0.46440000000000003,3,0
0022100014,2021-10-21,1,104.0,44.8,24.6,0.4164,7,1,0,117.0,55.0,28.2,0.47939999999999994,6,0
0022100043,2021-10-25,1,104.4,51.4,26.6,0.4264,2,1,0,94.8,46.4,19.2,0.4194,2,0
0022100097,2021-11-01,1,104.8,50.0,23.0,0.44720000000000004,2,1,0,115.6,50.2,20.6,0.442,2,0
0022100120,2021-11-04,1,106.6,49.2,23.6,0.44699999999999995,1,0,0,113.8,51.2,17.6,0.4572,2,1
0022100193,2021-11-14,1,104.4,39.8,19.8,0.43339999999999995,2,1,0,107.0,45.4,21.8,0.4304,2,0
0022100202,2021-11-15,1,108.8,43.6,20.4,0.445,1,1,0,91.4,44.2,20.4,0.385,2,0
0022100215,2021-11-17,1,111.2,42.8,23.2,0.469,2,1,0,103.4,45.2,21.2,0.462,2,0
0022100242,2021-11-20,1,110.6,43.8,24.6,0.47759999999999997,3,1,0,109.2,48.2,27.6,0.4694,1,0
0022100255,2021-11-22,1,114.0,46.6,25.0,0.49540000000000006,2,1,0,96.2,49.8,20.8,0.40280000000000005,2,0
0022100293,2021-11-27,1,118.8,44.6,27.2,0.5216000000000001,1,0,0,102.0,45.8,20.4,0.4162,1,1
0022100335,2021-12-03,1,114.6,46.0,25.2,0.489,2,0,0,101.2,46.2,21.4,0.4082,2,1
0022100350,2021-12-05,1,111.2,46.6,24.2,0.47400000000000003,2,0,0,125.2,40.4,28.4,0.48260000000000003,4,1
0022100384,2021-12-10,1,109.6,46.8,24.4,0.44699999999999995,4,0,0,107.0,45.6,25.4,0.45380000000000004,2,1
0022100407,2021-12-13,1,112.6,46.2,25.0,0.4548,3,0,0,114.0,38.6,27.0,0.4864,2,1
0022100434,2021-12-17,1,118.0,44.6,25.2,0.46840000000000004,2,0,0,115.6,39.6,29.8,0.4766,2,1
0022100470,2021-12-22,1,115.6,43.0,23.8,0.45840000000000003,5,0,0,100.4,44.8,21.2,0.42000000000000004,4,1
0022100502,2021-12-27,1,101.8,43.6,22.2,0.438,2,0,0,109.0,37.6,22.6,0.46399999999999997,1,1
0022100621,2022-01-12,1,114.2,44.8,24.4,0.4676,3,0,0,115.8,48.0,26.6,0.453,4,1
0022100643,2022-01-15,1,105.6,42.4,22.8,0.4418,1,0,0,101.2,47.2,20.0,0.4508,3,1
0022100660,2022-01-17,1,105.6,39.0,23.4,0.45119999999999993,2,1,0,108.0,48.2,23.0,0.4274,2,0
0022100670,2022-01-19,1,106.2,37.4,22.6,0.45,2,1,0,121.0,43.8,27.6,0.4702,1,0
0022100687,2022-01-21,1,114.4,37.4,25.6,0.4648,2,1,0,109.0,45.2,25.2,0.46299999999999997,2,0
0022100725,2022-01-26,1,117.2,39.4,26.6,0.4958,3,1,0,114.2,43.6,25.0,0.4612000000000001,1,0
0022100737,2022-01-28,1,119.8,42.8,27.8,0.5024,2,1,0,111.0,50.2,26.4,0.4596,3,0
0022100751,2022-01-30,1,117.2,42.2,26.6,0.5062,2,1,0,106.0,40.4,20.8,0.44980000000000003,2,0
0022100767,2022-01-31,1,116.2,43.4,26.0,0.5182,1,0,0,113.6,42.4,24.6,0.46180000000000004,2,1
0022100783,2022-02-03,1,114.2,45.4,26.4,0.49779999999999996,3,1,0,118.0,45.4,27.0,0.5046,2,0
0022100816,2022-02-08,1,112.2,44.4,26.4,0.483,2,1,0,109.0,45.4,24.6,0.45660000000000006,2,0
0022100841,2022-02-11,1,113.0,44.0,27.4,0.48200000000000004,3,0,0,109.6,42.0,27.6,0.46719999999999995,2,1
0022100867,2022-02-15,1,111.4,46.0,26.0,0.4502,2,1,0,103.6,43.6,22.0,0.45600000000000007,3,0
0022100906,2022-02-26,1,115.6,44.8,22.8,0.4566,2,1,0,106.8,40.0,18.8,0.44700000000000006,1,0
0022100710,2022-03-03,1,117.4,41.8,22.0,0.49460000000000004,2,1,0,113.2,44.4,21.2,0.48360000000000003,3,0
0022100996,2022-03-11,1,114.0,40.2,22.6,0.46559999999999996,2,1,0,110.0,46.4,23.4,0.44320000000000004,2,0
0022101016,2022-03-13,1,116.8,42.2,25.2,0.4744,2,1,0,118.8,47.2,26.6,0.4742,1,0
0022101021,2022-03-14,1,117.0,42.8,25.4,0.47919999999999996,1,1,0,100.8,39.4,19.4,0.395,2,0
0022101047,2022-03-18,1,117.2,43.8,27.4,0.4646,2,1,0,124.4,50.8,29.6,0.47119999999999995,3,0
0022101064,2022-03-20,1,118.2,43.0,27.8,0.4636,2,0,0,118.2,45.8,27.4,0.49139999999999995,2,1
0022101102,2022-03-25,1,111.2,41.2,25.0,0.4584,2,1,0,106.0,46.4,23.0,0.45660000000000006,2,0
0022100452,2022-03-31,1,121.4,42.0,26.8,0.49960000000000004,1,1,0,107.4,40.0,24.0,0.4716,1,0
0022101163,2022-04-02,1,124.2,43.0,27.0,0.49980000000000013,2,1,0,117.8,42.2,25.8,0.4848,2,0
0022101192,2022-04-06,1,125.8,45.6,27.2,0.49119999999999997,1,1,0,118.0,43.4,30.4,0.5105999999999999,1,0
0052100111,2022-04-13,1,117.4,45.8,24.2,0.4673999999999999,3,1,0,122.8,41.0,33.0,0.5356000000000001,3,0
0042100103,2022-04-22,1,113.0,44.8,22.4,0.4768,3,1,0,119.6,39.0,25.0,0.5115999999999999,3,0
0042100104,2022-04-24,1,109.2,42.0,21.2,0.476,2,0,0,112.8,39.8,25.2,0.4856,2,1
0012200023,2022-10-06,1,97.4,39.4,18.6,0.438,163,1,0,99.2,50.4,19.4,0.4112,5,0
0022200005,2022-10-19,1,109.0,44.0,21.4,0.458,5,1,0,119.2,49.2,25.0,0.4756,5,0
0022200020,2022-10-21,1,113.6,43.2,24.4,0.4742,2,1,0,108.8,49.0,23.4,0.46099999999999997,2,0
0022200038,2022-10-23,1,110.6,44.6,25.0,0.45459999999999995,2,0,0,109.0,46.6,23.0,0.45840000000000003,2,1
0022200134,2022-11-05,1,118.0,44.2,25.6,0.48319999999999996,3,1,0,113.4,39.4,28.2,0.49660000000000004,1,0
0022200149,2022-11-07,1,119.2,45.0,26.8,0.47539999999999993,2,1,0,114.4,51.4,24.0,0.45940000000000003,2,0
0022200162,2022-11-09,1,115.4,45.6,25.2,0.45499999999999996,2,0,0,120.0,43.8,26.6,0.4932,2,1
0022200173,2022-11-10,1,116.2,48.0,26.2,0.45280000000000004,1,1,0,109.4,40.4,25.6,0.4556,3,0
0022200214,2022-11-16,1,114.0,48.8,21.8,0.4606,2,0,0,122.2,44.4,27.8,0.4922000000000001,2,1
0022200235,2022-11-19,1,110.8,48.2,21.4,0.4508,3,1,0,112.0,43.2,20.6,0.4476,3,0
0022200263,2022-11-23,1,111.4,43.6,22.2,0.45599999999999996,2,1,0,131.0,42.2,30.8,0.5351999999999999,1,0
0022200293,2022-11-27,1,112.8,41.0,21.0,0.45499999999999996,2,0,0,103.4,45.8,22.0,0.40499999999999997,2,1
0022200327,2022-12-02,1,112.2,41.6,22.4,0.4726,2,1,0,120.4,43.8,29.4,0.5138,2,0
0022200354,2022-12-05,1,112.6,40.8,22.6,0.4948,3,0,0,116.6,46.4,20.4,0.4504,2,1
0022200400,2022-12-11,1,112.2,44.6,22.0,0.48040000000000005,2,1,0,116.8,40.6,25.6,0.5077999999999999,1,0
0022200454,2022-12-19,1,118.2,40.4,24.8,0.4756,3,1,0,114.2,46.0,23.2,0.4822,1,0
0022200468,2022-12-21,1,120.2,41.0,26.4,0.4788,2,0,0,114.4,38.4,26.8,0.5134000000000001,1,1
0022200481,2022-12-23,1,117.2,41.4,25.2,0.4686,2,1,0,115.8,45.6,20.8,0.47000000000000003,2,0
0022200517,2022-12-28,1,120.6,43.8,26.4,0.49379999999999996,1,0,0,125.8,37.4,29.4,0.5732,2,1
0022200530,2022-12-30,1,117.0,45.0,25.8,0.471,2,0,0,118.4,41.2,25.4,0.507,2,1
0022200620,2023-01-11,1,121.6,44.0,23.8,0.48979999999999996,3,0,0,108.4,51.8,24.8,0.422,2,1
0022200661,2023-01-16,1,111.6,42.6,23.2,0.46959999999999996,2,1,0,107.2,46.2,19.6,0.43739999999999996,2,0
0022200684,2023-01-20,1,116.6,38.8,25.0,0.5115999999999999,2,1,0,114.8,51.8,16.8,0.43879999999999997,2,0
0022200694,2023-01-21,1,123.4,38.4,25.4,0.534,1,0,0,116.0,39.4,26.8,0.5002000000000001,3,1
0022200745,2023-01-28,1,124.8,40.6,25.8,0.5452,3,0,0,123.4,42.4,25.0,0.5356000000000001,2,1
0022200832,2023-02-09,1,117.4,45.2,28.4,0.4866,2,1,0,110.4,46.6,28.6,0.472,2,0
0022200850,2023-02-11,1,115.6,48.0,27.8,0.48360000000000003,2,1,0,113.4,40.6,26.4,0.47919999999999996,1,0
0022200876,2023-02-15,1,118.8,46.6,26.8,0.4720000000000001,2,0,0,113.6,43.4,20.2,0.4840000000000001,2,1
0022200896,2023-02-24,1,117.4,46.0,26.6,0.45759999999999995,9,1,0,110.6,38.4,24.4,0.5052,1,0
0022200911,2023-02-26,1,123.2,46.2,26.2,0.48579999999999995,2,1,0,104.6,39.4,22.8,0.4364,2,0
0022200923,2023-02-28,1,125.8,43.6,25.6,0.4952,2,0,0,111.4,40.4,25.2,0.5075999999999999,2,1
0022200947,2023-03-03,1,124.0,42.4,24.0,0.49060000000000004,3,1,0,112.6,36.2,22.0,0.4600000000000001,2,0
0022201008,2023-03-11,1,120.4,39.8,26.2,0.5128,1,0,0,116.0,48.4,26.2,0.45499999999999996,3,1
0022201021,2023-03-13,1,119.6,40.8,25.0,0.49860000000000004,2,0,0,114.6,42.6,26.0,0.48699999999999993,3,1
0022201048,2023-03-17,1,120.8,43.6,24.0,0.49580000000000013,4,1,0,122.4,41.4,30.0,0.49540000000000006,2,0
0022201078,2023-03-21,1,119.8,48.2,22.8,0.46819999999999995,2,1,0,105.8,42.8,24.2,0.44860000000000005,2,0
0022201107,2023-03-25,1,122.6,49.8,23.8,0.4782,3,1,0,116.4,42.8,28.4,0.5094000000000001,1,0
0022201115,2023-03-26,1,128.2,48.0,27.0,0.49779999999999996,1,0,0,130.4,42.4,29.2,0.5246000000000001,2,1
0022201131,2023-03-28,1,126.6,48.6,27.0,0.49560000000000004,2,1,0,113.0,37.8,23.6,0.49420000000000003,2,0
0022201167,2023-04-02,1,122.6,45.6,27.2,0.48599999999999993,2,1,0,114.0,37.2,25.6,0.5006,1,0
0022201191,2023-04-05,1,120.2,49.2,25.8,0.4758,1,1,0,116.0,43.8,27.6,0.47520000000000007,1,0
0022201205,2023-04-07,1,123.2,49.2,26.4,0.48640000000000005,2,0,0,108.2,37.0,23.4,0.49960000000000004,1,1
0042200113,2023-04-21,1,113.2,49.0,25.8,0.4582,3,1,0,113.8,50.0,28.6,0.49800000000000005,3,0
0042200114,2023-04-23,1,113.0,51.0,24.2,0.4593999999999999,2,0,0,118.8,46.2,30.8,0.5104,2,1
0042200116,2023-04-27,1,115.0,43.6,23.8,0.45640000000000003,2,0,0,119.8,44.6,28.0,0.5147999999999999,2,1
0012300015,2023-10-10,1,119.2,43.6,24.8,0.47240000000000004,166,1,0,94.2,37.2,22.0,0.4502,167,0
0012300028,2023-10-12,1,119.6,43.8,25.0,0.4742,2,1,0,109.4,48.4,24.6,0.4048,2,0
0012300035,2023-10-14,1,114.2,42.4,26.0,0.4502,2,1,0,106.2,46.0,22.6,0.45120000000000005,2,0
0022300079,2023-10-27,1,108.2,43.6,26.2,0.4528,2,0,0,86.4,35.2,18.2,0.42825,2,1
0022300104,2023-10-30,1,115.0,44.2,26.8,0.46699999999999997,1,1,0,114.6,47.4,30.6,0.4868,2,0
0022300117,2023-11-01,1,118.0,42.4,28.4,0.4821999999999999,2,1,0,113.8,43.8,25.2,0.4434,2,0
0022300175,2023-11-11,1,123.4,48.0,26.2,0.47940000000000005,2,0,0,111.2,42.2,27.2,0.48539999999999994,3,1
0022300193,2023-11-15,1,119.0,47.2,25.6,0.4586,1,0,0,113.8,45.6,23.2,0.45600000000000007,2,1
0022300029,2023-11-17,1,117.2,42.8,25.6,0.47120000000000006,2,0,0,118.0,47.0,22.2,0.46559999999999996,2,1
0022300039,2023-11-21,1,117.0,38.8,25.0,0.4864,4,0,0,126.8,39.8,28.0,0.49460000000000004,2,1
0022300227,2023-11-22,1,123.4,39.4,26.2,0.51,1,1,0,109.4,48.2,24.6,0.4612,3,0
0022301209,2023-12-06,1,120.4,42.6,22.4,0.4444,4,0,0,120.4,49.8,26.8,0.48860000000000003,4,1
0022300296,2023-12-11,1,118.0,45.0,22.6,0.4288,3,0,0,115.6,42.4,32.2,0.4816,3,1
0022300352,2023-12-18,1,121.6,44.2,26.4,0.46579999999999994,2,1,0,106.2,36.2,22.2,0.4598,2,0
0022300393,2023-12-23,1,124.2,43.2,28.0,0.49840000000000007,1,0,0,105.6,43.0,23.0,0.43879999999999997,2,1
0022300431,2023-12-29,1,121.8,41.6,27.4,0.485,3,0,0,118.6,39.2,28.8,0.4904,3,1
0022300467,2024-01-03,1,117.0,46.6,27.4,0.4514,3,1,0,125.6,38.2,29.8,0.5446,1,0
0022300521,2024-01-10,1,121.4,49.4,25.6,0.4572,3,1,0,106.8,36.2,25.2,0.44000000000000006,4,0
0022300533,2024-01-12,1,127.2,50.2,26.2,0.4726,2,0,0,127.6,42.8,33.4,0.516,2,1
0022300543,2024-01-13,1,122.8,44.2,25.8,0.4633999999999999,1,0,0,105.6,39.2,26.0,0.446,3,1
0022300559,2024-01-15,1,114.4,44.4,24.0,0.4312,2,1,0,123.4,44.0,29.2,0.48200000000000004,2,0
0022300570,2024-01-17,1,113.0,48.0,24.6,0.4312,2,1,0,100.6,47.4,23.6,0.43019999999999997,2,0
0022300595,2024-01-20,1,106.2,42.8,22.8,0.4391999999999999,1,0,0,117.2,49.2,27.6,0.48260000000000003,3,1
0022300634,2024-01-26,1,105.8,43.8,23.6,0.4346,2,0,0,112.4,40.0,24.4,0.45520000000000005,2,1
0022300653,2024-01-28,1,113.2,42.8,25.8,0.4372,2,1,0,107.6,41.2,30.2,0.4662,2,0
0022300669,2024-01-30,1,116.6,45.4,26.6,0.4378,2,1,0,131.0,41.2,29.8,0.525,1,0
0022300690,2024-02-02,1,125.2,45.6,28.0,0.46320000000000006,3,1,0,123.0,43.0,27.6,0.5688000000000001,2,0
0022300699,2024-02-03,1,129.6,44.2,30.0,0.48900000000000005,1,1,0,130.2,44.0,31.4,0.5382,1,0
0022300716,2024-02-05,1,135.4,46.6,29.4,0.5024000000000001,2,0,0,117.4,46.2,27.0,0.4848,1,1
0022300754,2024-02-10,1,131.6,45.6,29.2,0.4952,1,1,0,111.4,43.0,23.4,0.4614,1,0
0022300763,2024-02-12,1,130.2,45.2,28.4,0.483,2,0,0,117.4,45.6,24.2,0.4882000000000001,2,1
0022300804,2024-02-23,1,118.2,44.8,27.2,0.45360000000000006,9,0,0,109.4,45.8,25.0,0.4438000000000001,1,1
0022300821,2024-02-25,1,119.0,45.8,27.8,0.45600000000000007,2,1,0,114.6,41.8,25.6,0.5109999999999999,1,0
0022300835,2024-02-27,1,115.4,46.6,27.8,0.4434,2,1,0,120.2,45.6,29.4,0.4668,2,0
0022300895,2024-03-06,1,109.6,46.2,25.0,0.46240000000000003,1,1,0,111.4,44.0,31.2,0.4484,1,0
0022300925,2024-03-10,1,105.2,44.2,23.0,0.4596,2,0,0,120.0,48.2,26.8,0.4958,2,1
0022301021,2024-03-23,1,110.8,40.4,28.4,0.44700000000000006,2,1,0,98.6,38.6,22.6,0.44539999999999996,4,0
0022301034,2024-03-25,1,116.8,41.4,32.6,0.4718,2,1,0,124.8,41.8,28.8,0.49160000000000004,2,0
0022301051,2024-03-27,1,116.4,42.0,32.2,0.48840000000000006,2,1,0,106.0,42.2,22.4,0.45919999999999994,2,0
0022301060,2024-03-28,1,118.4,41.2,30.4,0.49440000000000006,1,1,0,122.4,40.8,27.0,0.4918,3,0
0022301076,2024-03-30,1,122.0,43.4,28.8,0.5066,2,0,0,115.2,49.0,27.6,0.48339999999999994,2,1
0022301104,2024-04-03,1,117.8,44.4,26.0,0.4988,2,1,0,99.0,42.4,19.6,0.4192,2,0
0022301147,2024-04-09,1,110.4,45.2,28.0,0.4652,3,0,0,113.4,43.8,23.6,0.4706,2,1
0022301159,2024-04-10,1,110.0,49.2,28.8,0.45339999999999997,1,0,0,107.2,37.4,26.4,0.48760000000000003,1,1
0012400018,2024-10-08,1,112.4,40.6,28.2,0.45099999999999996,174,1,0,116.2,40.8,30.0,0.5389999999999999,134,0
0012400046,2024-10-14,1,116.4,37.4,29.6,0.477,6,0,0,113.2,44.6,22.4,0.45660000000000006,2,1
0022400064,2024-10-23,1,109.2,43.6,29.0,0.4324,6,1,0,106.0,40.2,25.8,0.433,5,0
0022400079,2024-10-25,1,110.0,45.8,28.0,0.43979999999999997,2,1,0,112.2,51.2,22.2,0.43600000000000005,2,0
0022400103,2024-10-28,1,111.8,44.4,25.4,0.4351999999999999,1,0,0,108.2,41.0,25.0,0.4401999999999999,2,1
0022400135,2024-11-01,1,117.6,42.6,26.8,0.4640000000000001,2,0,0,111.4,41.0,24.8,0.46040000000000003,3,1
0022400157,2024-11-04,1,116.8,42.0,28.6,0.473,1,0,0,122.4,42.2,22.0,0.44719999999999993,2,1
0022400171,2024-11-06,1,114.6,40.8,28.4,0.477,2,1,0,113.6,42.4,24.4,0.47140000000000004,2,0
0022400198,2024-11-09,1,115.2,43.2,28.6,0.4668,1,0,0,111.6,43.4,27.6,0.45760000000000006,2,1
0022400012,2024-11-15,1,113.0,43.6,30.0,0.4572,3,1,0,106.4,40.0,24.8,0.446,2,0
0022400280,2024-11-25,1,113.4,49.2,30.2,0.4378,3,0,0,120.8,51.4,24.6,0.47779999999999995,1,1
0022400041,2024-11-29,1,116.4,46.8,32.8,0.442,2,1,0,123.8,46.8,28.6,0.5102,2,0
0022400315,2024-12-02,1,120.0,46.8,32.6,0.4824,2,1,0,101.0,44.4,24.6,0.42800000000000005,1,0
0022400334,2024-12-06,1,120.4,51.6,31.6,0.48600000000000004,2,1,0,98.0,42.0,25.4,0.4506,2,0
0022400350,2024-12-08,1,120.2,51.0,31.8,0.49119999999999997,2,0,0,118.0,42.6,31.6,0.5194,1,1
0022400378,2024-12-21,1,116.2,49.6,29.6,0.44399999999999995,2,0,0,131.2,51.4,31.0,0.4957999999999999,2,1
0022400395,2024-12-23,1,111.8,48.2,27.4,0.44160000000000005,2,1,0,103.8,44.0,24.4,0.4276,2,0
0022400413,2024-12-26,1,113.0,46.8,27.6,0.46720000000000006,3,1,0,107.4,47.6,27.6,0.417,3,0
0022400427,2024-12-28,1,119.6,44.0,28.6,0.488,2,1,0,106.8,40.4,22.8,0.454,2,0
0022400556,2025-01-14,1,113.2,40.4,30.6,0.45199999999999996,5,1,0,114.0,41.0,29.8,0.5002,2,0
0022400612,2025-01-22,1,115.2,46.6,26.4,0.45620000000000005,2,0,0,115.0,47.0,24.0,0.473,2,1
0022400623,2025-01-23,1,113.0,49.6,25.0,0.4344,1,0,0,109.8,46.0,30.0,0.485,2,1
0022400639,2025-01-25,1,112.4,46.0,26.6,0.44320000000000004,2,0,0,111.4,44.8,31.0,0.514,2,1
0022400532,2025-01-28,1,103.8,43.6,26.0,0.4242,1,0,0,115.8,47.4,24.8,0.4546,1,1
0022400719,2025-02-05,1,112.4,41.6,25.8,0.4548,2,0,0,114.0,44.6,28.8,0.4508,2,1
0022400736,2025-02-07,1,119.0,40.4,27.6,0.4812,2,1,0,111.4,40.0,26.4,0.4603999999999999,2,0
0022400790,2025-02-20,1,125.0,44.8,34.0,0.499,8,0,0,108.0,41.6,22.8,0.46659999999999996,8,1
0022400814,2025-02-23,1,121.6,46.0,31.4,0.4716,3,0,0,124.4,51.4,30.8,0.49700000000000005,2,1
0022400825,2025-02-24,1,127.2,43.6,31.6,0.47380000000000005,1,1,0,106.4,45.6,22.6,0.44860000000000005,1,0
0022400851,2025-02-28,1,121.2,44.2,30.2,0.4702,2,0,0,123.6,47.0,29.8,0.48200000000000004,2,1
0022400884,2025-03-04,1,120.2,40.2,30.0,0.5046,1,0,0,114.8,44.2,25.2,0.47219999999999995,3,1
0022400899,2025-03-06,1,115.8,41.6,30.6,0.49560000000000004,2,1,0,117.8,34.8,32.0,0.52,2,0
0022400914,2025-03-08,1,121.0,40.2,31.2,0.511,2,1,0,118.2,36.8,31.6,0.5226,2,0
0022400928,2025-03-10,1,123.2,43.2,30.0,0.5025999999999999,2,1,0,114.2,42.8,26.4,0.4636,1,0
0022400945,2025-03-12,1,125.8,43.6,31.4,0.513,2,1,0,107.6,46.6,25.2,0.4284,2,0
0022400960,2025-03-14,1,124.0,45.8,29.6,0.4824,2,0,0,115.6,39.4,24.4,0.5186,2,1
0022401025,2025-03-22,1,120.2,43.8,27.8,0.4772,4,1,0,110.6,43.2,27.8,0.46020000000000005,2,0
0022401031,2025-03-23,1,118.6,43.4,28.4,0.483,1,1,0,117.4,38.0,21.8,0.4828,2,0
0022401097,2025-04-01,1,125.4,41.8,33.4,0.5178,2,0,0,111.0,38.4,24.8,0.4528,2,1
0012000041,2020-12-18,1,99.0,42.0,19.0,0.434,3,0,0,119.0,41.0,23.0,0.514,5,1
0022000003,2020-12-23,1,94.0,45.0,18.5,0.391,5,1,0,109.0,46.333333333333336,24.666666666666668,0.442,5,0
0022000007,2020-12-25,1,103.33333333333333,42.333333333333336,20.0,0.41900000000000004,2,0,0,119.0,50.333333333333336,24.333333333333332,0.4676666666666667,3,1
0022000056,2020-12-30,1,105.8,43.0,21.2,0.44139999999999996,1,1,0,118.2,49.0,24.2,0.4434,2,0
0022000124,2021-01-08,1,114.8,47.2,24.6,0.49660000000000004,2,1,0,125.2,42.2,28.2,0.4808,2,0
